instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,cnt_check,windspeed_binned,hum_binned,temp_combined,temp_binned,hour_bin,rush_hour,prev_hour_rentals,temp_diff_perceived,weather_intensity,temp_prev,hum_prev,windspeed_prev,weather_change_indicator,temp_median,daily_rentals,Weather Discomfort Index
15559,2012-10-15,4,1,10,11,0,1,1,2,0.6,0.5909,0.73,0.3881,88,175,263,263,Medium Wind,High Humidity,0.59545,Medium Temp,Morning,0,168.0,-0.009099999999999997,0.23181000000000002,0.6,0.73,0.3881,0,0.9727622705564187,7234.0,0.4721883333333333
15560,2012-10-15,4,1,10,12,0,1,1,3,0.6,0.5758,0.78,0.3284,73,211,284,284,Low Wind,High Humidity,0.5879,Medium Temp,Afternoon,0,263.0,-0.0242,0.34626,0.6,0.73,0.3881,0,0.9727622705564187,6956.0,0.4269200000000001
15561,2012-10-15,4,1,10,13,0,1,1,2,0.56,0.5303,0.88,0.2239,37,109,146,146,Low Wind,High Humidity,0.54515,Medium Temp,Afternoon,0,284.0,-0.02970000000000006,0.22239,0.6,0.78,0.3284,1,0.9727622705564187,6483.0,0.35184285714285707
15562,2012-10-15,4,1,10,14,0,1,1,2,0.6,0.5758,0.78,0.2836,57,128,185,185,Low Wind,High Humidity,0.5879,Medium Temp,Afternoon,0,146.0,-0.0242,0.22636,0.56,0.88,0.2239,0,0.9727622705564187,6051.0,0.36868000000000006
15563,2012-10-15,4,1,10,15,0,1,1,1,0.6,0.5758,0.78,0.3284,70,190,260,260,Low Wind,High Humidity,0.5879,Medium Temp,Afternoon,0,185.0,-0.0242,0.11542000000000001,0.6,0.78,0.2836,0,0.9727622705564187,5743.0,0.4269200000000001
15564,2012-10-15,4,1,10,16,0,1,1,1,0.56,0.5303,0.64,0.2985,76,371,447,447,Low Wind,Medium Humidity,0.54515,Medium Temp,Afternoon,0,260.0,-0.02970000000000006,0.10292500000000002,0.6,0.78,0.3284,1,0.9727622705564187,5609.0,0.3411428571428571
15565,2012-10-15,4,1,10,17,0,1,1,1,0.56,0.5303,0.64,0.2537,96,670,766,766,Low Wind,Medium Humidity,0.54515,Medium Temp,Afternoon,1,447.0,-0.02970000000000006,0.10068500000000001,0.56,0.64,0.2985,0,0.9727622705564187,5836.0,0.2899428571428571
15566,2012-10-15,4,1,10,18,0,1,1,3,0.54,0.5152,0.77,0.1343,52,540,592,592,Low Wind,High Humidity,0.5276000000000001,Medium Temp,Evening,0,766.0,-0.024800000000000044,0.297645,0.56,0.64,0.2537,1,0.9727622705564187,5975.0,0.19150185185185184
15567,2012-10-15,4,1,10,19,0,1,1,3,0.52,0.5,0.83,0.0896,12,227,239,239,Low Wind,High Humidity,0.51,Medium Temp,Evening,0,592.0,-0.020000000000000018,0.29394,0.54,0.77,0.1343,0,0.9727622705564187,5878.0,0.1430153846153846
15568,2012-10-15,4,1,10,20,0,1,1,2,0.52,0.5,0.72,0.3881,19,237,256,256,Medium Wind,High Humidity,0.51,Medium Temp,Evening,0,239.0,-0.020000000000000018,0.21481,0.52,0.83,0.0896,1,0.9727622705564187,5888.0,0.5373692307692308
15569,2012-10-15,4,1,10,21,0,1,1,1,0.52,0.5,0.59,0.3284,16,190,206,206,Low Wind,Medium Humidity,0.51,Medium Temp,Evening,0,256.0,-0.020000000000000018,0.09792000000000001,0.52,0.72,0.3881,1,0.9727622705564187,5898.0,0.3726076923076923
15570,2012-10-15,4,1,10,22,0,1,1,1,0.5,0.4848,0.59,0.2836,8,118,126,126,Low Wind,Medium Humidity,0.4924,Medium Temp,Evening,0,206.0,-0.015199999999999991,0.09368,0.52,0.59,0.3284,0,0.9727622705564187,5899.0,0.334648
15571,2012-10-15,4,1,10,23,0,1,1,1,0.46,0.4545,0.63,0.2239,9,72,81,81,Low Wind,Medium Humidity,0.45725000000000005,Medium Temp,Evening,0,126.0,-0.005500000000000005,0.08869500000000001,0.5,0.59,0.2836,0,0.9727622705564187,5875.0,0.306645652173913
15572,2012-10-16,4,1,10,0,0,2,1,1,0.46,0.4545,0.63,0.3881,3,45,48,48,Medium Wind,Medium Humidity,0.45725000000000005,Medium Temp,Early Morning,0,81.0,-0.005500000000000005,0.09690500000000002,0.46,0.63,0.2239,1,0.9727622705564187,5875.0,0.5315282608695652
15573,2012-10-16,4,1,10,1,0,2,1,1,0.44,0.4394,0.67,0.194,4,9,13,13,Low Wind,High Humidity,0.4397,Medium Temp,Early Morning,0,48.0,-0.0005999999999999894,0.08720000000000001,0.46,0.63,0.3881,1,0.9727622705564187,5859.0,0.29540909090909095
15574,2012-10-16,4,1,10,2,0,2,1,1,0.44,0.4394,0.67,0.1343,2,1,3,3,Low Wind,High Humidity,0.4397,Medium Temp,Early Morning,0,13.0,-0.0005999999999999894,0.08421500000000001,0.44,0.67,0.194,0,0.9727622705564187,5856.0,0.20450227272727273
15575,2012-10-16,4,1,10,3,0,2,1,1,0.42,0.4242,0.67,0.1045,0,2,2,2,Low Wind,High Humidity,0.42210000000000003,Medium Temp,Early Morning,0,3.0,0.004200000000000037,0.08072500000000002,0.44,0.67,0.1343,0,0.9727622705564187,5854.0,0.166702380952381
15576,2012-10-16,4,1,10,4,0,2,1,1,0.42,0.4242,0.67,0.1642,0,7,7,7,Low Wind,High Humidity,0.42210000000000003,Medium Temp,Early Morning,0,2.0,0.004200000000000037,0.08371,0.42,0.67,0.1045,0,0.9727622705564187,5851.0,0.2619380952380953
15577,2012-10-16,4,1,10,5,0,2,1,1,0.42,0.4242,0.67,0.2537,5,47,52,52,Low Wind,High Humidity,0.42210000000000003,Medium Temp,Early Morning,0,7.0,0.004200000000000037,0.08818500000000001,0.42,0.67,0.1642,0,0.9727622705564187,5863.0,0.4047119047619048
15578,2012-10-16,4,1,10,6,0,2,1,1,0.42,0.4242,0.67,0.1642,4,168,172,172,Low Wind,High Humidity,0.42210000000000003,Medium Temp,Morning,0,52.0,0.004200000000000037,0.08371,0.42,0.67,0.2537,0,0.9727622705564187,5888.0,0.2619380952380953
15579,2012-10-16,4,1,10,7,0,2,1,1,0.42,0.4242,0.67,0.0896,20,505,525,525,Low Wind,High Humidity,0.42210000000000003,Medium Temp,Morning,0,172.0,0.004200000000000037,0.07998000000000001,0.42,0.67,0.1642,0,0.9727622705564187,5937.0,0.14293333333333336
15580,2012-10-16,4,1,10,8,0,2,1,1,0.44,0.4394,0.62,0.0,35,800,835,835,Low Wind,Medium Humidity,0.4397,Medium Temp,Morning,1,525.0,-0.0005999999999999894,0.07500000000000001,0.42,0.67,0.0896,0,0.9727622705564187,6035.0,0.0
15581,2012-10-16,4,1,10,9,0,2,1,1,0.48,0.4697,0.55,0.2537,32,323,355,355,Low Wind,Medium Humidity,0.47485,Medium Temp,Morning,0,835.0,-0.010299999999999976,0.08818500000000001,0.44,0.62,0.0,1,0.9727622705564187,6031.0,0.29069791666666667
15582,2012-10-16,4,1,10,10,0,2,1,1,0.5,0.4848,0.48,0.2836,65,157,222,222,Low Wind,Medium Humidity,0.4924,Medium Temp,Morning,0,355.0,-0.015199999999999991,0.08818000000000001,0.48,0.55,0.2537,0,0.9727622705564187,6085.0,0.272256
15583,2012-10-16,4,1,10,11,0,2,1,1,0.5,0.4848,0.45,0.4179,56,172,228,228,Medium Wind,Medium Humidity,0.4924,Medium Temp,Morning,0,222.0,-0.015199999999999991,0.093395,0.5,0.48,0.2836,1,0.9727622705564187,6050.0,0.37611
15584,2012-10-16,4,1,10,12,0,2,1,2,0.52,0.5,0.45,0.3284,69,256,325,325,Low Wind,Medium Humidity,0.51,Medium Temp,Afternoon,0,228.0,-0.020000000000000018,0.18184000000000003,0.5,0.45,0.4179,0,0.9727622705564187,6091.0,0.28419230769230774
15585,2012-10-16,4,1,10,13,0,2,1,1,0.52,0.5,0.45,0.2836,68,260,328,328,Low Wind,Medium Humidity,0.51,Medium Temp,Afternoon,0,325.0,-0.020000000000000018,0.08868000000000001,0.52,0.45,0.3284,0,0.9727622705564187,6273.0,0.24542307692307694
15586,2012-10-16,4,1,10,14,0,2,1,1,0.54,0.5152,0.39,0.2537,94,214,308,308,Low Wind,Medium Humidity,0.5276000000000001,Medium Temp,Afternoon,0,328.0,-0.024800000000000044,0.08618500000000001,0.52,0.45,0.2836,0,0.9727622705564187,6396.0,0.18322777777777774
15587,2012-10-16,4,1,10,15,0,2,1,1,0.54,0.5152,0.41,0.3284,76,270,346,346,Low Wind,Medium Humidity,0.5276000000000001,Medium Temp,Afternoon,0,308.0,-0.024800000000000044,0.09092000000000001,0.54,0.39,0.2537,0,0.9727622705564187,6482.0,0.24934074074074075
15588,2012-10-16,4,1,10,16,0,2,1,1,0.54,0.5152,0.39,0.2836,79,367,446,446,Low Wind,Medium Humidity,0.5276000000000001,Medium Temp,Afternoon,0,346.0,-0.024800000000000044,0.08768000000000001,0.54,0.41,0.3284,0,0.9727622705564187,6481.0,0.2048222222222222
15589,2012-10-16,4,1,10,17,0,2,1,1,0.52,0.5,0.39,0.194,104,839,943,943,Low Wind,Medium Humidity,0.51,Medium Temp,Afternoon,1,446.0,-0.020000000000000018,0.08120000000000001,0.54,0.39,0.2836,0,0.9727622705564187,6658.0,0.14550000000000002
15590,2012-10-16,4,1,10,18,0,2,1,1,0.5,0.4848,0.42,0.1642,71,767,838,838,Low Wind,Medium Humidity,0.4924,Medium Temp,Evening,0,943.0,-0.015199999999999991,0.07921,0.52,0.39,0.194,0,0.9727622705564187,6904.0,0.137928
15591,2012-10-16,4,1,10,19,0,2,1,1,0.48,0.4697,0.48,0.0,40,491,531,531,Low Wind,Medium Humidity,0.47485,Medium Temp,Evening,0,838.0,-0.010299999999999976,0.07200000000000001,0.5,0.42,0.1642,1,0.9727622705564187,7196.0,0.0
15592,2012-10-16,4,1,10,20,0,2,1,1,0.46,0.4545,0.55,0.0,35,397,432,432,Low Wind,Medium Humidity,0.45725000000000005,Medium Temp,Evening,0,531.0,-0.005500000000000005,0.07350000000000001,0.48,0.48,0.0,0,0.9727622705564187,7372.0,0.0
15593,2012-10-16,4,1,10,21,0,2,1,1,0.46,0.4545,0.63,0.0,19,176,195,195,Low Wind,Medium Humidity,0.45725000000000005,Medium Temp,Evening,0,432.0,-0.005500000000000005,0.07750000000000001,0.46,0.55,0.0,0,0.9727622705564187,7361.0,0.0
15594,2012-10-16,4,1,10,22,0,2,1,1,0.4,0.4091,0.71,0.0896,18,163,181,181,Low Wind,High Humidity,0.40455,Medium Temp,Evening,0,195.0,0.009099999999999997,0.07998000000000001,0.46,0.63,0.0,0,0.9727622705564187,7416.0,0.15903999999999996
15595,2012-10-16,4,1,10,23,0,2,1,1,0.4,0.4091,0.71,0.0,23,176,199,199,Low Wind,High Humidity,0.40455,Medium Temp,Evening,0,181.0,0.009099999999999997,0.07550000000000001,0.4,0.71,0.0896,0,0.9727622705564187,7534.0,0.0
15596,2012-10-17,4,1,10,0,0,3,1,1,0.38,0.3939,0.76,0.0,1,48,49,49,Low Wind,High Humidity,0.38695,Medium Temp,Early Morning,0,199.0,0.013899999999999968,0.07600000000000001,0.4,0.71,0.0,0,0.9727622705564187,7535.0,0.0
15597,2012-10-17,4,1,10,1,0,3,1,1,0.38,0.3939,0.76,0.0,3,14,17,17,Low Wind,High Humidity,0.38695,Medium Temp,Early Morning,0,49.0,0.013899999999999968,0.07600000000000001,0.38,0.76,0.0,0,0.9727622705564187,7539.0,0.0
15598,2012-10-17,4,1,10,2,0,3,1,1,0.38,0.3939,0.76,0.0,4,12,16,16,Low Wind,High Humidity,0.38695,Medium Temp,Early Morning,0,17.0,0.013899999999999968,0.07600000000000001,0.38,0.76,0.0,0,0.9727622705564187,7552.0,0.0
15599,2012-10-17,4,1,10,3,0,3,1,1,0.36,0.3788,0.87,0.0,0,7,7,7,Low Wind,High Humidity,0.3694,Medium Temp,Early Morning,0,16.0,0.01880000000000004,0.0795,0.38,0.76,0.0,1,0.9727622705564187,7557.0,0.0
15600,2012-10-17,4,1,10,4,0,3,1,1,0.36,0.3636,0.81,0.0896,0,4,4,4,Low Wind,High Humidity,0.3618,Medium Temp,Early Morning,0,7.0,0.003599999999999992,0.08098000000000001,0.36,0.87,0.0,0,0.9727622705564187,7554.0,0.2016
15601,2012-10-17,4,1,10,5,0,3,1,2,0.36,0.3788,0.81,0.0,2,39,41,41,Low Wind,High Humidity,0.3694,Medium Temp,Early Morning,0,4.0,0.01880000000000004,0.15300000000000002,0.36,0.81,0.0896,0,0.9727622705564187,7543.0,0.0
15602,2012-10-17,4,1,10,6,0,3,1,1,0.38,0.3939,0.82,0.0,7,171,178,178,Low Wind,High Humidity,0.38695,Medium Temp,Morning,0,41.0,0.013899999999999968,0.07900000000000001,0.36,0.81,0.0,0,0.9727622705564187,7549.0,0.0
15603,2012-10-17,4,1,10,7,0,3,1,1,0.36,0.3636,0.81,0.1045,15,449,464,464,Low Wind,High Humidity,0.3618,Medium Temp,Morning,0,178.0,0.003599999999999992,0.08172500000000002,0.38,0.82,0.0,1,0.9727622705564187,7488.0,0.235125
15604,2012-10-17,4,1,10,8,0,3,1,2,0.4,0.4091,0.76,0.0,38,779,817,817,Low Wind,High Humidity,0.40455,Medium Temp,Morning,1,464.0,0.009099999999999997,0.15600000000000003,0.36,0.81,0.1045,1,0.9727622705564187,7470.0,0.0
15605,2012-10-17,4,1,10,9,0,3,1,2,0.42,0.4242,0.77,0.0,38,344,382,382,Low Wind,High Humidity,0.42210000000000003,Medium Temp,Morning,0,817.0,0.004200000000000037,0.16100000000000003,0.4,0.76,0.0,0,0.9727622705564187,7497.0,0.0
15606,2012-10-17,4,1,10,10,0,3,1,2,0.46,0.4545,0.67,0.0,60,168,228,228,Low Wind,High Humidity,0.45725000000000005,Medium Temp,Morning,0,382.0,-0.005500000000000005,0.15900000000000003,0.42,0.77,0.0,0,0.9727622705564187,7503.0,0.0
15607,2012-10-17,4,1,10,11,0,3,1,2,0.5,0.4848,0.51,0.0896,78,156,234,234,Low Wind,Medium Humidity,0.4924,Medium Temp,Morning,0,228.0,-0.015199999999999991,0.15996000000000002,0.46,0.67,0.0,1,0.9727622705564187,7509.0,0.091392
15608,2012-10-17,4,1,10,12,0,3,1,2,0.52,0.5,0.48,0.1642,71,261,332,332,Low Wind,Medium Humidity,0.51,Medium Temp,Afternoon,0,234.0,-0.020000000000000018,0.16842000000000001,0.5,0.51,0.0896,0,0.9727622705564187,7516.0,0.15156923076923076
15609,2012-10-17,4,1,10,13,0,3,1,2,0.54,0.5152,0.49,0.1343,73,237,310,310,Low Wind,Medium Humidity,0.5276000000000001,Medium Temp,Afternoon,0,332.0,-0.024800000000000044,0.17043000000000003,0.52,0.48,0.1642,0,0.9727622705564187,7498.0,0.12186481481481481
15610,2012-10-17,4,1,10,14,0,3,1,2,0.56,0.5303,0.43,0.1642,82,188,270,270,Low Wind,Medium Humidity,0.54515,Medium Temp,Afternoon,0,310.0,-0.02970000000000006,0.17142000000000002,0.54,0.49,0.1343,0,0.9727622705564187,7460.0,0.12608214285714284
15611,2012-10-17,4,1,10,15,0,3,1,2,0.58,0.5455,0.43,0.2239,62,239,301,301,Low Wind,Medium Humidity,0.56275,Medium Temp,Afternoon,0,270.0,-0.034499999999999975,0.18139,0.56,0.43,0.1642,0,0.9727622705564187,7415.0,0.1659948275862069
15612,2012-10-17,4,1,10,16,0,3,1,1,0.56,0.5303,0.52,0.194,70,396,466,466,Low Wind,Medium Humidity,0.54515,Medium Temp,Afternoon,0,301.0,-0.02970000000000006,0.09170000000000002,0.58,0.43,0.2239,0,0.9727622705564187,7435.0,0.18014285714285713
15613,2012-10-17,4,1,10,17,0,3,1,1,0.54,0.5152,0.56,0.1045,122,766,888,888,Low Wind,Medium Humidity,0.5276000000000001,Medium Temp,Afternoon,1,466.0,-0.024800000000000044,0.08722500000000002,0.56,0.52,0.194,0,0.9727622705564187,7380.0,0.10837037037037037
15614,2012-10-17,4,1,10,18,0,3,1,1,0.52,0.5,0.59,0.1642,90,794,884,884,Low Wind,Medium Humidity,0.51,Medium Temp,Evening,0,888.0,-0.020000000000000018,0.08971,0.54,0.56,0.1045,0,0.9727622705564187,7426.0,0.18630384615384615
15615,2012-10-17,4,1,10,19,0,3,1,1,0.5,0.4848,0.72,0.194,49,467,516,516,Low Wind,High Humidity,0.4924,Medium Temp,Evening,0,884.0,-0.015199999999999991,0.0957,0.52,0.59,0.1642,1,0.9727622705564187,7411.0,0.27936
15616,2012-10-17,4,1,10,20,0,3,1,1,0.5,0.4848,0.72,0.1343,54,360,414,414,Low Wind,High Humidity,0.4924,Medium Temp,Evening,0,516.0,-0.015199999999999991,0.09271499999999999,0.5,0.72,0.194,0,0.9727622705564187,7393.0,0.193392
15617,2012-10-17,4,1,10,21,0,3,1,1,0.46,0.4545,0.82,0.194,28,301,329,329,Low Wind,High Humidity,0.45725000000000005,Medium Temp,Evening,0,414.0,-0.005500000000000005,0.09670000000000001,0.5,0.72,0.1343,0,0.9727622705564187,7527.0,0.3458260869565217
15618,2012-10-17,4,1,10,22,0,3,1,1,0.46,0.4545,0.88,0.2537,17,198,215,215,Low Wind,High Humidity,0.45725000000000005,Medium Temp,Evening,0,329.0,-0.005500000000000005,0.10268500000000001,0.46,0.82,0.194,0,0.9727622705564187,7561.0,0.48533913043478255
15619,2012-10-17,4,1,10,23,0,3,1,1,0.46,0.4545,0.88,0.2239,15,84,99,99,Low Wind,High Humidity,0.45725000000000005,Medium Temp,Evening,0,215.0,-0.005500000000000005,0.10119500000000001,0.46,0.88,0.2537,0,0.9727622705564187,7461.0,0.4283304347826086
15620,2012-10-18,4,1,10,0,0,4,1,1,0.46,0.4545,0.88,0.194,4,53,57,57,Low Wind,High Humidity,0.45725000000000005,Medium Temp,Early Morning,0,99.0,-0.005500000000000005,0.09970000000000001,0.46,0.88,0.2239,0,0.9727622705564187,7469.0,0.3711304347826087
15621,2012-10-18,4,1,10,1,0,4,1,1,0.46,0.4545,0.82,0.2239,0,14,14,14,Low Wind,High Humidity,0.45725000000000005,Medium Temp,Early Morning,0,57.0,-0.005500000000000005,0.098195,0.46,0.88,0.194,0,0.9727622705564187,7466.0,0.3991260869565217
15622,2012-10-18,4,1,10,2,0,4,1,1,0.46,0.4545,0.82,0.194,1,13,14,14,Low Wind,High Humidity,0.45725000000000005,Medium Temp,Early Morning,0,14.0,-0.005500000000000005,0.09670000000000001,0.46,0.82,0.2239,0,0.9727622705564187,7464.0,0.3458260869565217
15623,2012-10-18,4,1,10,3,0,4,1,1,0.44,0.4394,0.88,0.2239,0,5,5,5,Low Wind,High Humidity,0.4397,Medium Temp,Early Morning,0,14.0,-0.0005999999999999894,0.099195,0.46,0.82,0.194,0,0.9727622705564187,7462.0,0.4478
15624,2012-10-18,4,1,10,4,0,4,1,1,0.44,0.4394,0.88,0.2239,0,5,5,5,Low Wind,High Humidity,0.4397,Medium Temp,Early Morning,0,5.0,-0.0005999999999999894,0.099195,0.44,0.88,0.2239,0,0.9727622705564187,7463.0,0.4478
15625,2012-10-18,4,1,10,5,0,4,1,1,0.44,0.4394,0.82,0.2239,1,41,42,42,Low Wind,High Humidity,0.4397,Medium Temp,Early Morning,0,5.0,-0.0005999999999999894,0.096195,0.44,0.88,0.2239,0,0.9727622705564187,7464.0,0.41726818181818176
15626,2012-10-18,4,1,10,6,0,4,1,1,0.44,0.4394,0.88,0.2985,3,150,153,153,Low Wind,High Humidity,0.4397,Medium Temp,Morning,0,42.0,-0.0005999999999999894,0.10292500000000002,0.44,0.82,0.2239,0,0.9727622705564187,7439.0,0.597
15627,2012-10-18,4,1,10,7,0,4,1,1,0.44,0.4394,0.88,0.2537,20,488,508,508,Low Wind,High Humidity,0.4397,Medium Temp,Morning,0,153.0,-0.0005999999999999894,0.10068500000000001,0.44,0.88,0.2985,0,0.9727622705564187,7483.0,0.5074
15628,2012-10-18,4,1,10,8,0,4,1,1,0.46,0.4545,0.82,0.2537,31,803,834,834,Low Wind,High Humidity,0.45725000000000005,Medium Temp,Morning,1,508.0,-0.005500000000000005,0.09968500000000001,0.44,0.88,0.2537,0,0.9727622705564187,7500.0,0.45224782608695646
15629,2012-10-18,4,1,10,9,0,4,1,2,0.5,0.4848,0.77,0.1642,41,346,387,387,Low Wind,High Humidity,0.4924,Medium Temp,Morning,0,834.0,-0.015199999999999991,0.19342,0.46,0.82,0.2537,0,0.9727622705564187,7505.0,0.25286800000000004
15630,2012-10-18,4,1,10,10,0,4,1,2,0.52,0.5,0.68,0.2239,60,158,218,218,Low Wind,High Humidity,0.51,Medium Temp,Morning,0,387.0,-0.020000000000000018,0.19439,0.5,0.77,0.1642,0,0.9727622705564187,7495.0,0.2927923076923077
15631,2012-10-18,4,1,10,11,0,4,1,2,0.56,0.5303,0.56,0.2239,79,189,268,268,Low Wind,Medium Humidity,0.54515,Medium Temp,Morning,0,218.0,-0.02970000000000006,0.19039000000000003,0.52,0.68,0.2239,1,0.9727622705564187,7529.0,0.22389999999999996
15632,2012-10-18,4,1,10,12,0,4,1,2,0.6,0.6212,0.53,0.2537,93,284,377,377,Low Wind,Medium Humidity,0.6106,Medium Temp,Afternoon,0,268.0,0.021199999999999997,0.19837,0.56,0.56,0.2239,0,0.9727622705564187,7574.0,0.22410166666666667
15633,2012-10-18,4,1,10,13,0,4,1,1,0.62,0.6212,0.53,0.3582,96,236,332,332,Medium Wind,Medium Humidity,0.6206,Medium Temp,Afternoon,0,377.0,0.0011999999999999789,0.10641,0.6,0.53,0.2537,1,0.9727622705564187,7596.0,0.30620322580645165
15634,2012-10-18,4,1,10,14,0,4,1,2,0.62,0.6212,0.5,0.2985,94,191,285,285,Low Wind,Medium Humidity,0.6206,Medium Temp,Afternoon,0,332.0,0.0011999999999999789,0.20384999999999998,0.62,0.53,0.3582,0,0.9727622705564187,7611.0,0.2407258064516129
15635,2012-10-18,4,1,10,15,0,4,1,2,0.6,0.6061,0.6,0.194,69,284,353,353,Low Wind,Medium Humidity,0.60305,Medium Temp,Afternoon,0,285.0,0.006099999999999994,0.1994,0.62,0.5,0.2985,1,0.9727622705564187,7663.0,0.194
15636,2012-10-18,4,1,10,16,0,4,1,1,0.6,0.6212,0.56,0.2836,94,356,450,450,Low Wind,Medium Humidity,0.6106,Medium Temp,Afternoon,0,353.0,0.021199999999999997,0.10217999999999999,0.6,0.6,0.194,0,0.9727622705564187,7647.0,0.2646933333333334
15637,2012-10-18,4,1,10,17,0,4,1,2,0.58,0.5455,0.64,0.3284,102,788,890,890,Low Wind,Medium Humidity,0.56275,Medium Temp,Afternoon,1,450.0,-0.034499999999999975,0.21284,0.6,0.56,0.2836,0,0.9727622705564187,7649.0,0.36237241379310353
15638,2012-10-18,4,1,10,18,0,4,1,2,0.56,0.5303,0.64,0.3284,68,720,788,788,Low Wind,Medium Humidity,0.54515,Medium Temp,Evening,0,890.0,-0.02970000000000006,0.20884000000000003,0.58,0.64,0.3284,0,0.9727622705564187,7553.0,0.3753142857142857
15639,2012-10-18,4,1,10,19,0,4,1,2,0.56,0.5303,0.68,0.2985,42,471,513,513,Low Wind,High Humidity,0.54515,Medium Temp,Evening,0,788.0,-0.02970000000000006,0.20985000000000004,0.56,0.64,0.3284,0,0.9727622705564187,7550.0,0.3624642857142857
15640,2012-10-18,4,1,10,20,0,4,1,2,0.56,0.5303,0.68,0.2537,39,348,387,387,Low Wind,High Humidity,0.54515,Medium Temp,Evening,0,513.0,-0.02970000000000006,0.20537000000000002,0.56,0.68,0.2985,0,0.9727622705564187,7523.0,0.3080642857142857
15641,2012-10-18,4,1,10,21,0,4,1,2,0.54,0.5152,0.77,0.194,38,245,283,283,Low Wind,High Humidity,0.5276000000000001,Medium Temp,Evening,0,387.0,-0.024800000000000044,0.20440000000000003,0.56,0.68,0.2537,0,0.9727622705564187,7477.0,0.2766296296296296
15642,2012-10-18,4,1,10,22,0,4,1,2,0.54,0.5152,0.83,0.194,27,202,229,229,Low Wind,High Humidity,0.5276000000000001,Medium Temp,Evening,0,283.0,-0.024800000000000044,0.2104,0.54,0.77,0.194,0,0.9727622705564187,7491.0,0.29818518518518516
15643,2012-10-18,4,1,10,23,0,4,1,2,0.54,0.5152,0.83,0.0,6,111,117,117,Low Wind,High Humidity,0.5276000000000001,Medium Temp,Evening,0,229.0,-0.024800000000000044,0.191,0.54,0.83,0.194,1,0.9727622705564187,7509.0,0.0
15644,2012-10-19,4,1,10,0,0,5,1,2,0.56,0.5303,0.83,0.1045,5,51,56,56,Low Wind,High Humidity,0.54515,Medium Temp,Early Morning,0,117.0,-0.02970000000000006,0.20545000000000002,0.54,0.83,0.0,1,0.9727622705564187,7508.0,0.15488392857142855
15645,2012-10-19,4,1,10,1,0,5,1,3,0.54,0.5152,0.88,0.0,4,12,16,16,Low Wind,High Humidity,0.5276000000000001,Medium Temp,Early Morning,0,56.0,-0.024800000000000044,0.29400000000000004,0.56,0.83,0.1045,1,0.9727622705564187,7510.0,0.0
15646,2012-10-19,4,1,10,2,0,5,1,2,0.54,0.5152,0.88,0.0,1,9,10,10,Low Wind,High Humidity,0.5276000000000001,Medium Temp,Early Morning,0,16.0,-0.024800000000000044,0.196,0.54,0.88,0.0,0,0.9727622705564187,7506.0,0.0
15647,2012-10-19,4,1,10,3,0,5,1,2,0.56,0.5303,0.83,0.0,0,5,5,5,Low Wind,High Humidity,0.54515,Medium Temp,Early Morning,0,10.0,-0.02970000000000006,0.195,0.54,0.88,0.0,0,0.9727622705564187,7506.0,0.0
15648,2012-10-19,4,1,10,4,0,5,1,2,0.56,0.5303,0.83,0.0,1,5,6,6,Low Wind,High Humidity,0.54515,Medium Temp,Early Morning,0,5.0,-0.02970000000000006,0.195,0.56,0.83,0.0,0,0.9727622705564187,7507.0,0.0
15649,2012-10-19,4,1,10,5,0,5,1,2,0.54,0.5152,0.88,0.0,1,35,36,36,Low Wind,High Humidity,0.5276000000000001,Medium Temp,Early Morning,0,6.0,-0.024800000000000044,0.196,0.56,0.83,0.0,0,0.9727622705564187,7501.0,0.0
15650,2012-10-19,4,1,10,6,0,5,1,3,0.54,0.5152,0.94,0.1642,5,126,131,131,Low Wind,High Humidity,0.5276000000000001,Medium Temp,Morning,0,36.0,-0.024800000000000044,0.32763,0.54,0.88,0.0,1,0.9727622705564187,7479.0,0.28582962962962966
15651,2012-10-19,4,1,10,7,0,5,1,3,0.54,0.5152,0.94,0.0,5,149,154,154,Low Wind,High Humidity,0.5276000000000001,Medium Temp,Morning,0,131.0,-0.024800000000000044,0.303,0.54,0.94,0.1642,1,0.9727622705564187,7125.0,0.0
15652,2012-10-19,4,1,10,8,0,5,1,2,0.54,0.5152,0.94,0.1045,20,447,467,467,Low Wind,High Humidity,0.5276000000000001,Medium Temp,Morning,1,154.0,-0.024800000000000044,0.21245000000000003,0.54,0.94,0.0,1,0.9727622705564187,6758.0,0.18190740740740738
15653,2012-10-19,4,1,10,9,0,5,1,2,0.54,0.5152,0.94,0.1045,26,363,389,389,Low Wind,High Humidity,0.5276000000000001,Medium Temp,Morning,0,467.0,-0.024800000000000044,0.21245000000000003,0.54,0.94,0.1045,0,0.9727622705564187,6760.0,0.18190740740740738
15654,2012-10-19,4,1,10,10,0,5,1,2,0.58,0.5455,0.88,0.194,26,198,224,224,Low Wind,High Humidity,0.56275,Medium Temp,Morning,0,389.0,-0.034499999999999975,0.22340000000000002,0.54,0.94,0.1045,0,0.9727622705564187,6766.0,0.29434482758620695
15655,2012-10-19,4,1,10,11,0,5,1,1,0.6,0.5606,0.83,0.194,41,211,252,252,Low Wind,High Humidity,0.5803,Medium Temp,Morning,0,224.0,-0.03939999999999999,0.11120000000000001,0.58,0.88,0.194,0,0.9727622705564187,6750.0,0.2683666666666667
